step,envId,formationType,timeStep,receiverId,old_threshold,delta_T,new_threshold,benign_exceedance_rate,reward
203,0,0,11,5,1.0,-0.2221989631652832,1.0,0.0,-0.0039937240071594715
204,0,0,11,6,1.0,-0.23243117332458496,1.0,0.0,-0.00404024263843894
205,0,0,11,7,1.0,-0.19388651847839355,1.0,0.0,-0.0038759198505431414
206,0,0,11,8,1.0,-0.15459346771240234,1.0,0.0,-0.0037389914505183697
207,0,0,11,9,1.0,-0.11777937412261963,1.0,0.0,-0.0036387199070304632
208,0,0,11,10,1.0,-0.12275862693786621,1.0,0.0,-0.0036506967153400183
209,0,0,11,11,1.0,-0.1453324556350708,1.0,0.0,-0.0037112152203917503
210,0,0,11,12,1.0,-0.09200906753540039,1.0,0.0,-0.0035846566315740347
211,0,0,11,13,1.0,-0.17369234561920166,1.0,0.0,-0.0038016904145479202
212,0,0,11,14,1.0,-0.09241008758544922,1.0,0.0,-0.003585396334528923
213,0,0,11,15,1.0,-0.038527607917785645,1.0,0.0,-0.003514843760058284
214,0,0,11,16,1.0,-0.04652273654937744,1.0,0.0,-0.003521643579006195
215,0,0,11,17,1.0,-0.1253812313079834,1.0,0.0,-0.0036572045646607876
216,0,0,11,18,1.0,-0.14492452144622803,1.0,0.0,-0.0037100312765687704
217,0,0,11,19,1.0,-0.170928955078125,1.0,0.0,-0.0037921671755611897
218,0,0,11,20,1.0,-0.23140168190002441,1.0,0.0,-0.004035467281937599
219,0,0,12,1,1.0,-0.19960689544677734,1.0,0.0,-0.0038984292186796665
220,0,0,12,2,1.0,-0.1469252109527588,1.0,0.0,-0.003715870203450322
221,0,0,12,3,1.0,-0.1776672601699829,1.0,0.0,-0.003815656527876854
222,0,0,12,4,1.0,-0.2011030912399292,1.0,0.0,-0.0039044246077537537
223,0,0,12,5,1.0,-0.22114872932434082,1.0,0.0,-0.003989067394286394
224,0,0,12,6,1.0,-0.22321105003356934,1.0,0.0,-0.00399823160842061
225,0,0,12,7,1.0,-0.19550871849060059,1.0,0.0,-0.003882236545905471
226,0,0,12,8,1.0,-0.14810049533843994,1.0,0.0,-0.0037193375173956156
227,0,0,12,9,1.0,-0.1388767957687378,1.0,0.0,-0.003692867700010538
228,0,0,12,10,1.0,-0.13760602474212646,1.0,0.0,-0.003689354285597801
229,0,0,12,11,1.0,-0.13167595863342285,1.0,0.0,-0.0036733855959028006
230,0,0,12,12,1.0,-0.1487741470336914,1.0,0.0,-0.0037213375326246023
231,0,0,12,13,1.0,-0.1579906940460205,1.0,0.0,-0.003749610623344779
232,0,0,12,14,1.0,-0.058733582496643066,1.0,0.0,-0.003534496296197176
233,0,0,12,15,1.0,-0.036945223808288574,1.0,0.0,-0.003513649571686983
234,0,0,12,16,1.0,-0.08107173442840576,1.0,0.0,-0.003565726336091757
235,0,0,12,17,1.0,-0.11599147319793701,1.0,0.0,-0.003634540131315589
236,0,0,12,18,1.0,-0.14490818977355957,1.0,0.0,-0.003709983779117465
237,0,0,12,19,1.0,-0.14246368408203125,1.0,0.0,-0.003702959045767784
238,0,0,12,20,1.0,-0.21911251544952393,1.0,0.0,-0.003980102948844433
239,0,0,13,1,1.0,-0.19200515747070312,1.0,0.0,-0.0038686597254127264
240,0,0,13,2,1.0,-0.1499713659286499,1.0,0.0,-0.0037249140441417694
241,0,0,13,3,1.0,-0.1844245195388794,1.0,0.0,-0.003840124001726508
242,0,0,13,4,1.0,-0.18724846839904785,1.0,0.0,-0.003850619774311781
243,0,0,13,5,1.0,-0.20638597011566162,1.0,0.0,-0.003925951663404703
244,0,0,13,6,1.0,-0.21917426586151123,1.0,0.0,-0.003980373498052359
245,0,0,13,7,1.0,-0.19939064979553223,1.0,0.0,-0.0038975663483142853
246,0,0,13,8,1.0,-0.1368793249130249,1.0,0.0,-0.003687359392642975
247,0,0,13,9,1.0,-0.12817895412445068,1.0,0.0,-0.0036642984487116337
248,0,0,13,10,1.0,-0.1463468074798584,1.0,0.0,-0.00371417379938066
249,0,0,13,11,1.0,-0.131758451461792,1.0,0.0,-0.0036736028268933296
250,0,0,13,12,1.0,-0.18942797183990479,1.0,0.0,-0.00385882961563766
251,0,0,13,13,1.0,-0.08145475387573242,1.0,0.0,-0.0035663486924022436
252,0,0,13,14,1.0,-0.047936439514160156,1.0,0.0,-0.0035229790955781937
253,0,0,13,15,1.0,-0.04742074012756348,1.0,0.0,-0.0035224873572587967
254,0,0,13,16,1.0,-0.1397312879562378,1.0,0.0,-0.003695248393341899
255,0,0,13,17,1.0,-0.15369129180908203,1.0,0.0,-0.0037362100556492805
256,0,0,13,18,1.0,-0.11049330234527588,1.0,0.0,-0.003622087650001049
257,0,0,13,19,1.0,-0.15833020210266113,1.0,0.0,-0.0037506844382733107
258,0,0,13,20,1.0,-0.2159661054611206,1.0,0.0,-0.00396641343832016
259,0,0,14,1,1.0,-0.19195878505706787,1.0,0.0,-0.003868481842800975
260,0,0,14,2,1.0,-0.14877533912658691,1.0,0.0,-0.003721341025084257
261,0,0,14,3,1.0,-0.16564953327178955,1.0,0.0,-0.00377439777366817
262,0,0,14,4,1.0,-0.16975820064544678,1.0,0.0,-0.003788178553804755
263,0,0,14,5,1.0,-0.1979154348373413,1.0,0.0,-0.0038917053025215864
264,0,0,14,6,1.0,-0.215370774269104,1.0,0.0,-0.003963845781981945
265,0,0,14,7,1.0,-0.19666564464569092,1.0,0.0,-0.003886773716658354
266,0,0,14,8,1.0,-0.1402982473373413,1.0,0.0,-0.0036968360655009747
267,0,0,14,9,1.0,-0.12408030033111572,1.0,0.0,-0.0036539591383188963
268,0,0,14,10,1.0,-0.1325387954711914,1.0,0.0,-0.0036756652407348156
269,0,0,14,11,1.0,-0.17871129512786865,1.0,0.0,-0.0038193771615624428
270,0,0,14,12,1.0,-0.16592979431152344,1.0,0.0,-0.0037753270007669926
271,0,0,14,13,1.0,-0.06643855571746826,1.0,0.0,-0.0035441408399492502
272,0,0,14,14,1.0,-0.039000868797302246,1.0,0.0,-0.0035152107011526823
273,0,0,14,15,1.0,-0.07261085510253906,1.0,0.0,-0.003552723443135619
